rating,numVotes,title,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genre,S.no.,startYear_y,No of seasons available,Language,genre_y,rating_y,age
8.4,227926.0,Fringe,Fringe,0,2008,2013,46,"Drama,Mystery,Sci-Fi",68,2009.0,5.0,English,Sci-fi,8.4,16+
8.9,2899.0,The Test: A New Era for Australia's Team,The Test: A New Era for Australia's Team,0,2020,2020,\N,"Documentary,Sport",21,2020.0,1.0,English,Documentary,9.0,16+
8.1,172050.0,The Mentalist,The Mentalist,0,2008,2015,43,"Crime,Drama,Mystery",32,2009.0,7.0,English,Drama,8.1,16+
9.2,9.0,The Missing,The Missing,0,2019,\N,\N,Crime,136,2014.0,2.0,English,Drama,,16+
9.2,9.0,The Missing,The Missing,0,2019,\N,\N,Crime,157,2014.0,2.0,English,Drama,,16+
8.2,23850.0,The Missing,The Missing,0,2014,2016,60,"Crime,Drama,Mystery",136,2014.0,2.0,English,Drama,,16+
8.2,23850.0,The Missing,The Missing,0,2014,2016,60,"Crime,Drama,Mystery",157,2014.0,2.0,English,Drama,,16+
7.0,5.0,The Good Fight,The Good Fight,0,2019,2019,60,Drama,128,2017.0,3.0,English,Drama,,18+
6.4,8.0,The Good Fight,The Good Fight,0,2015,\N,\N,"Action,Comedy,Drama",128,2017.0,3.0,English,Drama,,18+
8.3,23142.0,The Good Fight,The Good Fight,0,2017,\N,45,"Crime,Drama",128,2017.0,3.0,English,Drama,,18+
8.6,231723.0,Parks and Recreation,Parks and Recreation,0,2009,2015,22,Comedy,283,2009.0,7.0,English,Comedy,,13+
8.5,16.0,Paprika,Paprika,0,2018,\N,11,"Animation,Family",386,2017.0,1.0,English,Kids,,All
7.7,297228.0,The Vampire Diaries,The Vampire Diaries,0,2009,2017,43,"Drama,Fantasy,Horror",37,2010.0,8.0,English,"Drama, Horror, Romance, Suspense",7.7,16+
5.2,39.0,Luther,Luther,0,2021,\N,\N,"Drama,Mystery,Thriller",104,2010.0,5.0,English,Drama,,18+
8.4,127481.0,Luther,Luther,0,2010,2019,60,"Crime,Drama,Mystery",104,2010.0,5.0,English,Drama,,18+
8.3,70987.0,The Good Wife,The Good Wife,0,2009,2016,43,"Crime,Drama,Mystery",44,2010.0,7.0,English,Drama,8.3,16+
7.6,47110.0,The Middle,The Middle,0,2009,2018,22,Comedy,280,2010.0,9.0,English,Comedy,7.5,7+
7.3,27840.0,Covert Affairs,Covert Affairs,0,2010,2014,60,"Action,Crime,Drama",85,2010.0,5.0,English,"Drama, Action",,13+
8.1,4470.0,Dance Academy,Dance Academy,0,2010,2013,24,"Drama,Family,Music",137,2010.0,3.0,English,Drama,8.1,7+
7.6,49919.0,Nikita,Nikita,0,2010,2013,60,"Action,Crime,Drama",54,2011.0,4.0,English,"Drama, Action",,18+
7.6,34754.0,Blue Bloods,Blue Bloods,0,2010,\N,43,"Crime,Drama,Mystery",101,2011.0,10.0,English,Drama,7.6,16+
8.4,379031.0,Suits,Suits,0,2011,2019,44,"Comedy,Drama",29,2011.0,8.0,English,Drama,8.5,16+
8.0,93334.0,The Man in the High Castle,The Man in the High Castle,0,2015,2019,60,"Drama,Sci-Fi,Thriller",22,2015.0,4.0,English,"Drama, Suspense",8.0,18+
7.4,24554.0,House of Lies,House of Lies,0,2012,2016,28,"Comedy,Drama",135,2012.0,5.0,English,"Drama, Comedy",7.4,18+
8.1,53.0,The Magicians,The Magicians,0,2011,2012,60,"Comedy,Mystery",42,2016.0,2.0,English,"Drama, Suspense, Fantasy",,16+
7.6,46713.0,The Magicians,The Magicians,0,2015,2020,60,"Drama,Fantasy,Mystery",42,2016.0,2.0,English,"Drama, Suspense, Fantasy",,16+
7.8,112737.0,Grimm,Grimm,0,2011,2017,45,"Crime,Drama,Fantasy",92,2012.0,6.0,English,"Drama, Action, Adventure",,16+
8.4,168230.0,Person of Interest,Person of Interest,0,2011,2016,43,"Action,Crime,Drama",69,2012.0,5.0,English,"Drama, Action, Suspense",8.4,16+
6.6,93330.0,2 Broke Girls,2 Broke Girls,0,2011,2017,22,Comedy,265,2012.0,6.0,English,Comedy,6.7,16+
8.1,67130.0,Good Omens,Good Omens,0,2019,2019,328,"Comedy,Fantasy",16,2019.0,1.0,English,"Fantasy, Comedy",,16+
7.7,81121.0,American Gods,American Gods,0,2017,2021,60,"Drama,Fantasy,Mystery",25,2017.0,2.0,English,"Sci-fi, Drama, Suspense",7.8,18+
7.7,12953.0,Major Crimes,Major Crimes,0,2012,2018,43,"Action,Crime,Drama",113,2012.0,6.0,English,Drama,7.7,16+
6.6,30493.0,Anger Management,Anger Management,0,2012,2014,22,"Comedy,Romance",298,2012.0,5.0,English,Comedy,6.6,13+
7.9,35756.0,Masters of Sex,Masters of Sex,0,2013,2016,60,"Drama,Romance",81,2013.0,4.0,English,Fantasy,,16+
8.1,101701.0,Bates Motel,Bates Motel,0,2013,2017,45,"Drama,Horror,Mystery",57,2013.0,5.0,English,"Drama, Horror, Suspense",,16+
7.9,104801.0,Elementary,Elementary,0,2012,2019,60,"Crime,Drama,Mystery",78,2013.0,7.0,English,"Drama, Suspense",7.9,16+
7.4,29970.0,The Mindy Project,The Mindy Project,0,2012,2017,30,Comedy,291,2013.0,6.0,English,Comedy,7.4,16+
6.6,3769.0,Deception,Deception,0,2013,2013,60,"Crime,Drama,Mystery",62,2018.0,1.0,English,Drama,,13+
6.5,16.0,Deception,Deception,0,2013,\N,\N,Drama,62,2018.0,1.0,English,Drama,,13+
7.5,8671.0,Deception,Deception,0,2018,2018,41,"Crime,Drama,Mystery",62,2018.0,1.0,English,Drama,,13+
8.3,80577.0,Ray Donovan,Ray Donovan,0,2013,2020,60,"Crime,Drama",143,2013.0,6.0,English,Drama,8.3,All
6.3,3057.0,Citizen Khan,Citizen Khan,0,2012,2016,30,Comedy,289,2012.0,5.0,English,Comedy,,7+
5.4,26.0,Roadies,Roadies,0,2011,\N,\N,Comedy,195,2016.0,1.0,English,"Drama, Comedy",7.3,18+
7.4,5475.0,Roadies,Roadies,0,2016,2016,60,"Comedy,Drama,Music",195,2016.0,1.0,English,"Drama, Comedy",7.3,18+
8.1,10.0,Feed the Beast,Feed the Beast,0,2012,\N,35,Comedy,189,2016.0,1.0,English,Drama,6.7,16+
8.1,27.0,Feed the Beast,Feed the Beast,0,2013,\N,\N,Crime,189,2016.0,1.0,English,Drama,6.7,16+
6.7,3348.0,Feed the Beast,Feed the Beast,0,2016,2016,60,"Crime,Drama",189,2016.0,1.0,English,Drama,6.7,16+
7.3,6941.0,Murder in the First,Murder in the First,0,2014,2016,42,"Crime,Drama,Mystery",134,2014.0,3.0,English,Drama,7.2,18+
7.5,56156.0,The Last Ship,The Last Ship,0,2014,2018,60,"Action,Drama,Sci-Fi",63,2014.0,5.0,English,"Drama, Suspense, Action",7.5,16+
7.5,56156.0,The Last Ship,The Last Ship,0,2014,2018,60,"Action,Drama,Sci-Fi",223,2014.0,5.0,English,"Drama, Suspense, Action",7.5,16+
8.2,116103.0,Penny Dreadful,Penny Dreadful,0,2014,2016,60,"Drama,Fantasy,Horror",120,2014.0,3.0,English,"Drama, Horror",8.2,All
8.2,124556.0,The Originals,The Originals,0,2013,2018,45,"Drama,Fantasy,Horror",60,2014.0,5.0,English,"Drama, Horror, Fantasy",8.2,16+
7.2,31057.0,Mom,Mom,0,2013,2021,30,"Comedy,Drama,Romance",275,2014.0,7.0,English,Comedy,7.2,16+
7.9,42774.0,The Affair,The Affair,0,2014,2019,60,Drama,70,2014.0,5.0,English,Drama,,18+
7.9,41271.0,The Terror,The Terror,0,2018,2019,60,"Adventure,Drama,History",65,2018.0,2.0,English,"Drama, Suspense, Adventure",,16+
7.5,45744.0,Reign,Reign,0,2013,2017,42,"Drama,Fantasy",49,2014.0,4.0,English,Drama,,16+
6.6,23764.0,Extant,Extant,0,2014,2015,42,"Drama,Sci-Fi,Thriller",95,2014.0,2.0,English,Drama,6.6,16+
7.8,709.0,Short Poppies,Short Poppies,0,2014,2014,\N,Comedy,390,2014.0,1.0,English,Comedy,,13+
7.7,4902.0,The Last Tycoon,The Last Tycoon,0,2016,2017,61,Drama,167,2017.0,1.0,English,Drama,7.7,18+
5.5,63.0,Chaplin & Co,Chaplin & Co,0,2011,2012,7,Animation,284,2012.0,1.0,English,Comedy,5.8,7+
7.5,50985.0,Constantine,Constantine,0,2014,2015,43,"Crime,Drama,Fantasy",224,2015.0,1.0,English,"Sci-fi, Action, Suspense ",7.5,16+
7.6,21127.0,Madam Secretary,Madam Secretary,0,2014,2019,45,"Drama,Thriller",88,2015.0,5.0,English,Drama,,13+
8.1,23747.0,Mozart in the Jungle,Mozart in the Jungle,0,2014,2018,29,"Comedy,Drama,Music",139,2014.0,4.0,English,"Drama, Comedy",8.2,18+
8.4,57801.0,Bosch,Bosch,0,2014,2021,51,"Crime,Drama",77,2015.0,6.0,English,Drama,8.4,18+
7.7,21933.0,Transparent,Transparent,0,2014,2019,30,"Comedy,Drama",166,2014.0,5.0,English,"Drama, Comedy, LGBTQ",7.8,18+
7.1,49656.0,Scorpion,Scorpion,0,2014,2018,43,"Action,Crime,Drama",47,2015.0,4.0,English,Drama,,13+
7.0,8583.0,Angie Tribeca,Angie Tribeca,0,2016,2018,30,"Action,Comedy,Crime",336,2016.0,4.0,English,Comedy,7.0,16+
7.7,7245.0,Hap and Leonard,Hap and Leonard,0,2016,2018,60,"Crime,Drama,Mystery",132,2016.0,3.0,English,"Drama, Suspense",7.6,16+
6.9,119603.0,Fear the Walking Dead,Fear the Walking Dead,0,2015,\N,44,"Drama,Horror,Sci-Fi",75,2015.0,5.0,English,"Drama, Horror",6.9,16+
7.0,10001.0,The Girlfriend Experience,The Girlfriend Experience,0,2016,\N,27,Drama,45,2016.0,3.0,English,Drama,7.1,18+
8.0,43826.0,Into the Badlands,Into the Badlands,0,2015,2019,42,"Action,Adventure,Drama",82,2015.0,3.0,English,"Drama, Action, Sci-fi",8.0,16+
7.3,278.0,The Stinky & Dirty Show,The Stinky & Dirty Show,0,2015,2019,11,"Animation,Family",266,2016.0,2.0,English,"Kids, Animation",7.1,All
7.5,11006.0,Hand of God,Hand of God,0,2014,2017,60,"Crime,Drama",152,2015.0,2.0,English,Drama,7.5,18+
7.9,10744.0,Red Oaks,Red Oaks,0,2014,2017,30,"Comedy,Drama,Sport",316,2015.0,3.0,English,Comedy,7.9,18+
8.5,351915.0,Mr. Robot,Mr. Robot,0,2015,2019,49,"Crime,Drama,Thriller",39,2015.0,3.0,English,"Drama, Suspense",8.5,18+
7.0,672.0,The Kicks,The Kicks,0,2015,2016,27,"Comedy,Family,Sport",278,2016.0,1.0,English,"Sports, Drama",6.9,All
7.6,4903.0,Queen Sugar,Queen Sugar,0,2016,\N,60,Drama,208,2016.0,4.0,English,Drama,7.7,All
7.4,69455.0,Blindspot,Blindspot,0,2015,2020,42,"Action,Crime,Drama",43,2016.0,5.0,English,Drama,7.4,16+
6.5,3210.0,Falling Water,Falling Water,0,2016,2018,60,"Drama,Mystery,Sci-Fi",177,2016.0,2.0,English,"Drama, Sci-fi",6.5,16+
6.1,21.0,Mini Ninjas,Mini Ninjas,0,2015,\N,13,Animation,365,2015.0,1.0,English,Comedy,,All
7.5,7793.0,Casual,Casual,0,2015,2018,25,"Comedy,Drama",296,2015.0,4.0,English,Comedy,,18+
6.9,6046.0,Famous in Love,Famous in Love,0,2017,2018,42,"Drama,Romance",116,2017.0,2.0,English,"Drama, Romance",6.9,All
7.6,19073.0,Chicago Med,Chicago Med,0,2015,\N,43,Drama,133,2016.0,4.0,English,Drama,,All
7.6,507.0,Lost in Oz,Lost in Oz,0,2015,2018,24,"Animation,Family,Fantasy",227,2017.0,2.0,English,Kids,7.7,7+
8.1,37760.0,Goliath,Goliath,0,2016,2021,60,Drama,96,2016.0,3.0,English,Drama,8.2,18+
8.3,13192.0,Patriot,Patriot,0,2015,2018,58,"Comedy,Drama,Thriller",102,2017.0,2.0,English,"Drama, Suspense",8.3,18+
8.2,5558.0,Good Girls Revolt,Good Girls Revolt,0,2015,2016,55,Drama,151,2016.0,1.0,English,Drama,8.2,18+
7.7,6802.0,People of Earth,People of Earth,0,2016,2017,30,"Comedy,Mystery,Sci-Fi",348,2016.0,2.0,English,Comedy,7.7,All
7.3,8564.0,The Path,The Path,0,2016,2018,60,Drama,203,2016.0,3.0,English,Drama,7.3,18+
7.1,3950.0,Z: The Beginning of Everything,Z: The Beginning of Everything,0,2015,2017,27,"Biography,Drama",149,2017.0,1.0,English,Drama,7.2,18+
7.8,6491.0,The Detour,The Detour,0,2016,2019,30,"Adventure,Comedy",327,2016.0,4.0,English,Action,7.7,18+
6.0,3288.0,Training Day,Training Day,0,2017,2017,42,"Action,Crime,Drama",145,2017.0,1.0,English,"Drama, Action",6.0,16+
7.4,3683.0,One Mississippi,One Mississippi,0,2015,2017,26,"Comedy,Drama",194,2016.0,2.0,English,Drama,7.3,18+
5.5,2618.0,Hunters,Hunters,0,2016,2016,60,"Crime,Drama,Sci-Fi",15,2020.0,1.0,English,"Drama, Action, Suspense",7.2,18+
7.2,34818.0,Hunters,Hunters,0,2020,\N,60,"Crime,Drama,Mystery",15,2020.0,1.0,English,"Drama, Action, Suspense",7.2,18+
8.1,33252.0,Sneaky Pete,Sneaky Pete,0,2015,2019,60,Crime,129,2017.0,3.0,English,Drama,8.2,18+
8.0,70854.0,Preacher,Preacher,0,2016,2019,60,"Adventure,Drama,Fantasy",125,2016.0,4.0,English,Drama,8.0,18+
6.6,10158.0,Taken,Taken,0,2017,2018,41,"Action,Drama,Thriller",76,2017.0,2.0,English,"Drama, Action",,16+
7.9,12.0,Taken,Taken,0,2016,\N,\N,"Crime,Documentary",76,2017.0,2.0,English,"Drama, Action",,16+
7.9,36427.0,Lethal Weapon,Lethal Weapon,0,2016,2019,44,"Action,Comedy,Crime",99,2017.0,3.0,English,"Drama, Action",7.9,16+
7.1,2081.0,The Collection,The Collection,0,2016,2016,60,"Drama,History,Romance",183,2016.0,1.0,English,Drama,7.1,16+
8.0,26879.0,The Exorcist,The Exorcist,0,2016,2018,45,"Drama,Horror,Mystery",58,2016.0,2.0,English,Drama,8.1,16+
6.0,2579.0,Guilt,Guilt,0,2016,2016,60,"Crime,Drama,Mystery",150,2016.0,1.0,English,Drama,6.0,All
7.4,13145.0,"Midnight, Texas","Midnight, Texas",0,2017,2018,60,"Drama,Fantasy,Mystery",178,2017.0,2.0,English,Drama,,All
7.1,9679.0,Man with a Plan,Man with a Plan,0,2016,2020,30,Comedy,28,2018.0,4.0,English,Drama,,All
6.6,1808.0,Alone Together,Alone Together,0,2018,2018,22,Comedy,209,2018.0,2.0,English,Comedy,,16+
7.5,105.0,Little Big Awesome,Little Big Awesome,0,2016,2018,12,"Adventure,Animation,Comedy",321,2018.0,2.0,English,Kids,7.2,All
7.4,5561.0,Claws,Claws,0,2017,\N,45,"Comedy,Crime,Drama",127,2017.0,3.0,English,Drama,7.3,All
8.7,121469.0,Fleabag,Fleabag,0,2016,2019,27,"Comedy,Drama",5,2016.0,2.0,English,Comedy,8.7,18+
8.7,68129.0,The Grand Tour,The Grand Tour,0,2016,\N,60,"Comedy,Talk-Show",341,2017.0,4.0,English,Sports,8.7,16+
8.2,7122.0,4 Blocks,4 Blocks,0,2017,2019,60,"Crime,Drama",169,2017.0,2.0,English,Drama,,16+
8.7,90082.0,The Marvelous Mrs. Maisel,The Marvelous Mrs. Maisel,0,2017,\N,57,"Comedy,Drama",3,2017.0,3.0,English,"Drama, Comedy",8.7,16+
8.4,202766.0,The Handmaid's Tale,The Handmaid's Tale,0,2017,\N,60,"Drama,Sci-Fi,Thriller",86,2017.0,3.0,English,Drama,8.5,18+
6.6,2518.0,Dietland,Dietland,0,2018,2018,45,"Comedy,Drama",193,2018.0,1.0,English,"Drama, Comedy",,16+
6.9,41.0,Scream Street,Scream Street,0,2015,\N,11,"Animation,Comedy,Horror",369,2015.0,1.0,English,Kids,7.1,All
6.3,1286.0,American Woman,American Woman,0,2018,2018,30,Comedy,131,2018.0,1.0,English,"Drama, Comedy",,All
7.8,3627.0,Loudermilk,Loudermilk,0,2017,\N,30,"Comedy,Drama",366,2017.0,2.0,English,Comedy,,16+
